,,,SpineMid,,,Neck,,,Head,,,ShoulderLeft,,,ElbowLeft,,,WristLeft,,,HandLeft,,,ShoulderRight,,,ElbowRight,,,WristRight,,,HandRight,,,SpineShoulder,,
15:06.0,202108,0,0.110183,-0.117513,0.825,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,0.266987,-0.176224,0.803,,,,,,,,,,,,,,,,,,,0.143761,-0.00754,0.982
15:06.1,202140,0,0.113962,-0.104174,0.944,0.454516,-0.159639,1.367,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.183043,0.026969,1.105
15:06.1,202174,0,0.078038,-0.122211,0.821,0.456178,-0.160223,1.372,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.157721,0.026292,0.853
15:06.1,202209,0,0.111386,-0.113443,0.834,0.457176,-0.160573,1.375,0.077644,0.323044,0.765,,,,,,,,,,,,,,,,,,,,,,,,,0.108329,0.026264,0.852
15:06.2,202241,0,0.115618,-0.112355,0.826,-0.071123,0.293729,1.354,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.108711,0.03733,0.855
15:06.2,202274,0,0.14532,-0.135462,0.951,0.457176,-0.160573,1.375,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.125239,0.036684,0.985
15:06.2,202307,0,0.099716,-0.112355,0.826,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.103465,0.031918,0.857
15:06.3,202340,0,0.104762,-0.117371,0.824,0.457176,-0.160573,1.375,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.108837,0.026387,0.856
15:06.3,202374,0,0.138778,-0.141117,0.948,0.45618,-0.125005,1.372,0.057931,0.322622,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.177065,-0.001403,1.112
15:06.3,202406,0,0.115338,-0.112083,0.824,0.457176,-0.160573,1.375,0.077543,0.322621,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.0427,0.978
15:06.4,202440,0,0.133674,-0.136031,0.955,0.457176,-0.160573,1.375,0.077746,0.323466,0.766,,,,0.257676,-0.189972,0.775,,,,,,,,,,,,,,,,,,,0.247308,-0.008504,1.107
15:06.4,202474,0,0.127279,-0.12963,0.953,0.455181,-0.159872,1.369,0.077441,0.322199,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.124603,0.030209,0.98
15:06.4,202506,0,0.144708,-0.140969,0.947,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.130759,0.030178,0.979
15:06.5,202540,0,0.144557,-0.116537,0.946,0.455181,-0.159872,1.369,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.199051,0.061336,0.975
15:06.5,202575,0,0.114778,-0.116801,0.82,0.455181,-0.159872,1.369,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.10262,0.026202,0.85
15:06.5,202608,0,0.132556,-0.098428,0.947,0.455181,-0.159872,1.369,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.136063,0.06115,0.972
15:06.6,202640,0,0.127546,-0.129902,0.955,0.457176,-0.160573,1.375,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.042831,0.981
15:06.6,202674,0,0.139658,-0.099156,0.954,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.136203,0.061213,0.973
15:06.6,202707,0,0.108361,-0.122865,0.948,0.456178,-0.160223,1.372,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.130626,0.036423,0.978
15:06.7,202742,0,0.11005,-0.112083,0.824,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.163004,0.037196,0.852
15:06.7,202773,0,0.138632,-0.128814,0.947,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.175791,-0.001393,1.104
15:06.7,202805,0,0.115758,-0.112491,0.827,-0.071387,0.25993,1.359,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.162621,0.031654,0.85
15:06.8,202842,0,0.138778,-0.135034,0.948,-0.07086,0.292644,1.349,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.042831,0.981
15:06.8,202876,0,0.115058,-0.117086,0.822,0.454516,-0.159639,1.367,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.097394,0.026264,0.852
15:06.8,202908,0,0.139364,-0.117276,0.952,-0.07123,0.259356,1.356,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.124223,0.042656,0.977
15:06.9,202942,0,0.139218,-0.104947,0.951,0.457176,-0.160573,1.375,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.129959,0.054969,0.973
15:06.9,202975,0,0.139656,-0.129767,0.954,0.457176,-0.160573,1.375,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.036498,0.98
15:06.9,203008,0,0.139803,-0.129903,0.955,0.455181,-0.159872,1.369,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.194177,0.042871,0.982
15:07.0,203042,0,0.127679,-0.130038,0.956,0.455181,-0.159872,1.369,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.187876,0.055475,0.982
15:07.0,203073,0,0.139218,-0.117153,0.951,0.455181,-0.159872,1.369,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.130225,0.042568,0.975
15:07.0,203106,0,0.115893,-0.124421,0.96,0.457841,-0.160807,1.377,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.140879,0.048376,1.108
15:07.1,203139,0,0.110451,-0.107184,0.827,0.457176,-0.160573,1.375,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.157537,0.042664,0.852
15:07.1,203174,0,0.108475,-0.116905,0.949,-0.105488,0.292646,1.349,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.130759,0.036461,0.979
15:07.1,203207,0,0.133674,-0.129902,0.955,0.454516,-0.159639,1.367,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.124858,0.030271,0.982
15:07.2,203239,0,0.145167,-0.129223,0.95,-0.070965,0.293078,1.351,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.193387,0.042697,0.978
15:07.2,203273,0,0.127145,-0.129494,0.952,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.193387,0.042697,0.978
15:07.2,203306,0,0.110718,-0.107443,0.829,-0.07123,0.259356,1.356,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.097508,0.031769,0.853
15:07.3,203339,0,0.105652,-0.107702,0.831,0.455181,-0.159872,1.369,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.097851,0.037374,0.856
15:07.3,203373,0,0.139364,-0.129494,0.952,-0.105644,0.29308,1.351,0.078152,0.325155,0.77,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.176906,-0.001402,1.111
15:07.3,203406,0,0.139071,-0.129222,0.95,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.130759,0.036461,0.979
15:07.4,203439,0,0.119893,-0.127171,0.819,0.457176,-0.160573,1.375,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.103223,0.02087,0.855
15:07.4,203474,0,0.105016,-0.117655,0.826,0.456178,-0.160223,1.372,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.092034,0.020821,0.853
15:07.4,203506,0,0.127012,-0.117152,0.951,0.455181,-0.159872,1.369,0.077949,0.32431,0.768,,,,0.268982,-0.17754,0.809,,,,0.150651,-0.275617,0.738,,,,,,,,,,,,,0.182876,0.005691,1.104
15:07.5,203540,0,0.139217,-0.129358,0.951,0.455181,-0.159872,1.369,0.077543,0.322621,0.764,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.176428,-0.001398,1.108
15:07.5,203574,0,0.116178,-0.102247,0.83,0.455181,-0.159872,1.369,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.102982,0.037242,0.853
15:07.5,203606,0,0.139657,-0.117522,0.954,0.457176,-0.160573,1.375,0.077644,0.323044,0.765,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.0427,0.978
15:07.6,203639,0,0.108704,-0.117151,0.951,-0.105644,0.29308,1.351,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.042787,0.98
15:07.6,203674,0,0.139365,-0.111167,0.952,0.455181,-0.159872,1.369,0.078355,0.326,0.772,,,,0.257344,-0.189727,0.774,,,,,,,,,,,,,,,,,,,0.246862,0.026966,1.105
15:07.6,203706,0,0.115898,-0.107314,0.828,0.456178,-0.160223,1.372,0.078862,0.328111,0.777,,,,,,,,,,,,,,,,,,,,,,,,,0.162813,0.037152,0.851
15:07.7,203740,0,0.139657,-0.123644,0.954,0.457176,-0.160573,1.375,0.079065,0.328956,0.779,,,,0.28939,-0.177322,0.808,,,,,,,,,,,,,,,,,,,0.177065,0.005733,1.112
15:07.7,203775,0,0.140096,-0.124033,0.957,0.455181,-0.159872,1.369,0.079572,0.331067,0.784,,,,,,,,,,,,,,,,,,,,,,,,,0.124858,0.036573,0.982
15:07.7,203807,0,0.127546,-0.117645,0.955,0.457176,-0.160573,1.375,0.079268,0.3298,0.781,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.176588,0.005717,1.109
15:07.8,203839,0,0.108818,-0.123384,0.952,0.455181,-0.159872,1.369,0.079775,0.331911,0.786,,,,,,,,,,,,,,,,,,,,,,,,,0.118677,0.03661,0.983
15:07.8,203875,0,0.127814,-0.117891,0.957,0.456178,-0.160223,1.372,0.080892,0.336557,0.797,,,,0.258341,-0.190462,0.777,,,,,,,,,,,,,,,,,,,0.256021,0.020037,1.114
15:07.8,203906,0,0.139803,-0.117646,0.955,0.45618,-0.125005,1.372,0.057931,0.322622,0.764,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.042787,0.98
15:07.9,203939,0,0.139365,-0.105058,0.952,0.457176,-0.160573,1.375,0.080181,0.333601,0.79,,,,,,,,,,,,,,,,,,,,,,,,,0.124096,0.055139,0.976
15:07.9,203972,0,0.134095,-0.111867,0.958,0.455181,-0.159872,1.369,0.079572,0.331067,0.784,,,,,,,,,,,,,,,,,,,,,,,,,0.193585,0.061588,0.979
15:07.9,204006,0,0.139511,-0.117399,0.953,0.455181,-0.159872,1.369,0.080181,0.333601,0.79,,,,,,,,,,,,,,,,,,,,,,,,,0.193387,0.055249,0.978
15:08.0,204040,0,0.139511,-0.111284,0.953,0.456178,-0.160223,1.372,0.079978,0.332756,0.788,,,,,,,,,,,,,,,,,,,,,,,,,0.124859,0.055478,0.982
15:08.0,204074,0,0.13951,-0.123515,0.953,0.457176,-0.160573,1.375,0.079775,0.331911,0.786,,,,,,,,,,,,,,,,,,,,,,,,,0.124858,0.042874,0.982
15:08.0,204106,0,0.139071,-0.123126,0.95,0.455181,-0.159872,1.369,0.079674,0.331489,0.785,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.176269,0.005707,1.107
15:08.1,204139,0,0.126879,-0.117029,0.95,0.455181,-0.159872,1.369,0.079167,0.329378,0.78,,,,,,,,,,,,,,,,,,,,,,,,,0.193387,0.061525,0.978
15:08.1,204174,0,0.144557,-0.098325,0.946,0.457176,-0.160573,1.375,0.07937,0.330222,0.782,,,,,,,,,,,,,,,,,,,,,,,,,0.130093,0.067526,0.974
15:08.1,204206,0,0.133955,-0.117892,0.957,0.457176,-0.160573,1.375,0.078964,0.328533,0.778,,,,0.257676,-0.189972,0.775,,,,0.150856,-0.27599,0.739,,,,,,,,,,,,,0.176429,0.012822,1.108
15:08.2,204240,0,0.139657,-0.123644,0.954,-0.106271,0.259931,1.359,0.078862,0.328111,0.777,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.176587,-0.0014,1.109
15:08.2,204274,0,0.133255,-0.117276,0.952,0.457176,-0.160573,1.375,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.186537,0.048823,0.975
15:08.2,204306,0,0.145475,-0.08673,0.952,0.455181,-0.159872,1.369,0.078964,0.328533,0.778,,,,,,,,,,,,,,,,,,,,,,,,,0.131028,0.080602,0.981
15:08.3,204340,0,0.13951,-0.123515,0.953,0.457176,-0.160573,1.375,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.194178,0.055475,0.982
15:08.3,204373,0,0.133535,-0.123644,0.954,0.455181,-0.159872,1.369,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.118194,0.036461,0.979
15:08.3,204406,0,0.139511,-0.111284,0.953,0.457176,-0.160573,1.375,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.124223,0.048926,0.977
15:08.4,204438,0,0.115898,-0.102,0.828,0.456178,-0.160223,1.372,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.108202,0.037155,0.851
15:08.4,204473,0,0.145168,-0.11703,0.95,0.457176,-0.160573,1.375,0.057628,0.320933,0.76,,,,0.257676,-0.189972,0.775,,,,0.150651,-0.275617,0.738,,,,,,,,,,,,,0.261753,0.027039,1.108
15:08.4,204507,0,0.139218,-0.117153,0.951,-0.071124,0.258973,1.354,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.199663,0.055248,0.978
15:08.5,204541,0,0.105271,-0.112627,0.828,0.456178,-0.160223,1.372,0.078558,0.326844,0.774,,,,0.267984,-0.176882,0.806,,,,,,,,,,,,,,,,,,,0.13746,-0.00754,0.982
15:08.5,204573,0,0.127145,-0.129494,0.952,-0.106037,0.259357,1.356,0.057628,0.320933,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.130759,0.036461,0.979
15:08.5,204606,0,0.145016,-0.098637,0.949,-0.07123,0.259356,1.356,0.057856,0.3222,0.763,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.182712,0.026921,1.103
15:08.6,204639,0,0.094301,-0.112218,0.825,0.456178,-0.160223,1.372,0.057856,0.3222,0.763,,,,0.289748,-0.177541,0.809,,,,,,,,,,,,,,,,,,,0.206779,0.00506,0.982
15:08.6,204673,0,0.138778,-0.122867,0.948,0.454518,-0.124549,1.367,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.193981,0.068009,0.981
15:08.6,204706,0,0.138633,-0.110583,0.947,0.454518,-0.124549,1.367,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.130493,0.055195,0.977
15:08.7,204739,0,0.099354,-0.106665,0.823,-0.071387,0.25993,1.359,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.108329,0.037199,0.852
15:08.7,204773,0,0.145779,-0.111401,0.954,-0.071123,0.293729,1.354,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.136762,0.048925,0.977
15:08.7,204806,0,0.145169,-0.092644,0.95,-0.071387,0.25993,1.359,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.130226,0.067596,0.975
15:08.8,204839,0,0.15015,-0.110116,0.943,0.455183,-0.124732,1.369,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.199051,0.067593,0.975
15:08.8,204873,0,0.14471,-0.104506,0.947,0.455181,-0.159872,1.369,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.198643,0.067454,0.973
15:08.8,204907,0,0.131996,-0.110116,0.943,0.457178,-0.125278,1.375,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.186155,0.067454,0.973
15:08.9,204940,0,0.109783,-0.111811,0.822,0.456178,-0.160223,1.372,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.10262,0.031657,0.85
15:08.9,204973,0,0.144251,-0.110233,0.944,-0.071387,0.25993,1.359,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.130226,0.061339,0.975
15:08.9,205007,0,0.088467,-0.1168,0.82,-0.071387,0.25993,1.359,0.057628,0.320933,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.103344,0.03188,0.856
15:09.0,205041,0,0.132975,-0.129222,0.95,-0.071545,0.260503,1.362,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.118073,0.036424,0.978
15:09.0,205073,0,0.126345,-0.098324,0.946,0.456178,-0.160223,1.372,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.199256,0.073925,0.976
15:09.0,205105,0,0.132696,-0.098532,0.948,-0.071124,0.258973,1.354,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.199256,0.073925,0.976
15:09.1,205140,0,0.126345,-0.110466,0.946,-0.071387,0.25993,1.359,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.123587,0.048675,0.972
15:09.1,205173,0,0.121419,-0.105388,0.955,0.455181,-0.159872,1.369,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.193388,0.067801,0.978
15:09.1,205205,0,0.139511,-0.105168,0.953,-0.071228,0.294163,1.356,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.198847,0.067523,0.974
15:09.2,205241,0,0.137901,-0.109999,0.942,-0.07123,0.259356,1.356,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.192795,0.07385,0.975
15:09.2,205273,0,0.138633,-0.098429,0.947,0.457841,-0.160807,1.377,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.123842,0.067527,0.974
15:09.2,205306,0,0.132556,-0.098428,0.947,-0.071387,0.25993,1.359,0.057856,0.3222,0.763,,,,,,,,,,,,,,,,,,,,,,,,,0.136203,0.061213,0.973
15:09.3,205340,0,0.114204,-0.098324,0.946,0.455181,-0.159872,1.369,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.130226,0.061339,0.975
15:09.3,205374,0,0.115618,-0.107055,0.826,0.45618,-0.125005,1.372,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.16243,0.037065,0.849
15:09.3,205406,0,0.108589,-0.123125,0.95,-0.071387,0.25993,1.359,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.124731,0.036535,0.981
15:09.4,205439,0,0.127546,-0.123774,0.955,-0.071387,0.25993,1.359,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.194376,0.049223,0.983
15:09.4,205472,0,0.144252,-0.104175,0.944,-0.10588,0.258975,1.354,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.199052,0.073849,0.975
15:09.4,205505,0,0.132975,-0.117029,0.95,-0.071545,0.260503,1.362,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.131027,0.055421,0.981
15:09.5,205540,0,0.132976,-0.092644,0.95,0.456178,-0.160223,1.372,0.078659,0.327266,0.775,,,,,,,,,,,,,,,,,,,,,,,,,0.13036,0.067665,0.976
15:09.5,205574,0,0.132556,-0.104506,0.947,0.457176,-0.160573,1.375,0.078558,0.326844,0.774,,,,,,,,,,,,,,,,,,,,,,,,,0.129825,0.054913,0.972
15:09.5,205606,0,0.120528,-0.110699,0.948,0.455181,-0.159872,1.369,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.193783,0.061651,0.98
15:09.6,205640,0,0.132836,-0.098636,0.949,-0.106506,0.260505,1.362,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.13036,0.061402,0.976
15:09.6,205674,0,0.144863,-0.092449,0.948,-0.071123,0.293729,1.354,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.19946,0.08654,0.977
15:09.6,205706,0,0.126479,-0.092351,0.947,0.45618,-0.125005,1.372,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.130493,0.067734,0.977
15:09.7,205741,0,0.133675,-0.123774,0.955,-0.105488,0.292646,1.349,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.187685,0.049123,0.981
15:09.7,205774,0,0.139657,-0.1114,0.954,0.456178,-0.160223,1.372,0.078761,0.327689,0.776,,,,,,,,,,,,,,,,,,,,,,,,,0.193585,0.061588,0.979
15:09.7,205807,0,0.114445,-0.110699,0.948,0.455181,-0.159872,1.369,0.057628,0.320933,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.131161,0.061779,0.982
15:09.8,205840,0,0.139511,-0.111284,0.953,0.457841,-0.160807,1.377,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.124096,0.048876,0.976
15:09.8,205873,0,0.120401,-0.116659,0.947,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.049076,0.98
15:09.8,205906,0,0.11372,-0.109998,0.942,-0.106037,0.259357,1.356,0.077746,0.323466,0.766,,,,0.268649,-0.177321,0.808,,,,,,,,,,,,,,,,,,,0.175474,0.019825,1.102
15:09.9,205938,0,0.127145,-0.129494,0.952,-0.106037,0.259357,1.356,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.194178,0.049173,0.982
15:09.9,205972,0,0.114325,-0.098428,0.947,-0.070965,0.293078,1.351,0.057552,0.320511,0.759,,,,,,,,,,,,,,,,,,,,,,,,,0.136203,0.061213,0.973
15:09.9,206006,0,0.126212,-0.09822,0.945,-0.105644,0.29308,1.351,0.078456,0.326422,0.773,,,,,,,,,,,,,,,,,,,,,,,,,0.198235,0.067315,0.971
15:10.0,206040,0,0.132276,-0.092156,0.945,-0.105644,0.29308,1.351,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.136343,0.067526,0.974
15:10.0,206073,0,0.144251,-0.110233,0.944,0.451858,-0.123821,1.359,0.057628,0.320933,0.76,,,,,,,,,,,,,,,,,,,,,,,,,0.199256,0.073925,0.976
15:10.0,206106,0,0.120402,-0.092351,0.947,0.455181,-0.159872,1.369,0.057552,0.320511,0.759,,,,,,,,,,,,,,,,,,,,,,,,,0.137043,0.074155,0.979
15:10.1,206138,0,0.150628,-0.110467,0.946,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.136623,0.061402,0.976
15:10.1,206173,0,0.133256,-0.092839,0.952,-0.106037,0.259357,1.356,0.077644,0.323044,0.765,,,,,,,,,,,,,,,,,,,,,,,,,0.13036,0.067665,0.976
15:10.1,206206,0,0.132975,-0.129222,0.95,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.186919,0.042653,0.977
15:10.2,206239,0,0.108247,-0.110582,0.947,-0.105879,0.293731,1.354,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.124223,0.042656,0.977
15:10.2,206273,0,0.145169,-0.098741,0.95,0.454518,-0.124549,1.367,0.057325,0.319244,0.756,,,,,,,,,,,,,,,,,,,,,,,,,0.130493,0.067734,0.977
15:10.2,206305,0,0.139364,-0.129494,0.952,-0.106035,0.294165,1.356,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.036498,0.98
15:10.3,206339,0,0.139803,-0.123774,0.955,0.455181,-0.159872,1.369,0.077847,0.323888,0.767,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.036498,0.98
15:10.3,206373,0,0.102277,-0.116782,0.948,-0.106037,0.259357,1.356,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.124095,0.042612,0.976
15:10.3,206405,0,0.078133,-0.117084,0.822,-0.106037,0.259357,1.356,0.078152,0.325155,0.77,,,,,,,,,,,,,,,,,,,,,,,,,0.097051,0.020723,0.849
15:10.4,206439,0,0.145474,-0.111167,0.952,-0.106035,0.294165,1.356,0.077949,0.32431,0.768,,,,,,,,,,,,,,,,,,,,,,,,,0.136622,0.048875,0.976
15:10.4,206474,0,0.138778,-0.12895,0.948,-0.07123,0.259356,1.356,0.07805,0.324733,0.769,,,,0.268317,-0.177101,0.807,,,,,,,,,,,,,,,,,,,0.176269,0.005707,1.107
15:10.4,206506,0,0.10859,-0.104835,0.95,0.455181,-0.159872,1.369,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.048976,0.978
15:10.5,206539,0,0.139365,-0.105058,0.952,0.457176,-0.160573,1.375,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.176589,0.027067,1.109
15:10.5,206573,0,0.133255,-0.111167,0.952,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.13076,0.049026,0.979
15:10.5,206606,0,0.139657,-0.117522,0.954,-0.106037,0.259357,1.356,0.078253,0.325577,0.771,,,,,,,,,,,,,,,,,,,,,,,,,0.124604,0.042787,0.98
15:10.6,206639,0,0.127146,-0.105057,0.952,0.457176,-0.160573,1.375,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.055252,0.978
15:10.6,206674,0,0.133254,-0.135603,0.952,0.455181,-0.159872,1.369,0.077746,0.323466,0.766,,,,,,,,,,,,,,,,,,,,,,,,,0.188259,0.049273,0.984
15:10.6,206706,0,0.105271,-0.107313,0.828,0.456178,-0.160223,1.372,0.057477,0.320089,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.102982,0.031769,0.853
15:10.7,206739,0,0.139218,-0.11105,0.951,-0.071124,0.258973,1.354,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.193387,0.061525,0.978
15:10.7,206776,0,0.083408,-0.11181,0.822,-0.07123,0.259356,1.356,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.097508,0.026295,0.853
15:10.7,206805,0,0.138925,-0.116906,0.949,0.456178,-0.160223,1.372,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.124223,0.048926,0.977
15:10.8,206839,0,0.115618,-0.117656,0.826,-0.105879,0.293731,1.354,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.10871,0.031843,0.855
15:10.8,206874,0,0.139071,-0.123126,0.95,0.455181,-0.159872,1.369,0.07805,0.324733,0.769,,,,,,,,,,,,,,,,,,,,,,,,,0.12435,0.0427,0.978
15:10.8,206907,0,0.139803,-0.117646,0.955,-0.106037,0.259357,1.356,0.078355,0.326,0.772,,,,,,,,,,,,,,,,,,,,,,,,,0.19398,0.055418,0.981
15:10.9,206940,0,0.115057,-0.122361,0.822,-0.071124,0.258973,1.354,0.057477,0.320089,0.758,,,,,,,,,,,,,,,,,,,,,,,,,0.102982,0.026295,0.853
